coreid,idigbio:associatedsequences,idigbio:barcodeValue,dwc:basisOfRecord,dwc:bed,gbif:canonicalName,dwc:catalogNumber,dwc:class,dwc:collectionCode,dwc:collectionID,idigbio:collectionName,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:continent,dwc:coordinateUncertaintyInMeters,dwc:country,idigbio:isoCountryCode,dwc:county,idigbio:eventDate,idigbio:dateModified,idigbio:dataQualityScore,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,idigbio:etag,dwc:eventDate,dwc:family,dwc:fieldNumber,idigbio:flags,dwc:formation,dwc:genus,dwc:geologicalContextID,idigbio:geoPoint,dwc:group,idigbio:hasImage,idigbio:hasMedia,dwc:higherClassification,dwc:highestBiostratigraphicZone,dwc:individualCount,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,idigbio:institutionName,dwc:kingdom,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lithostratigraphicTerms,dwc:locality,dwc:lowestBiostratigraphicZone,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,idigbio:mediarecords,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:municipality,dwc:occurrenceID,dwc:order,dwc:phylum,idigbio:recordIds,dwc:recordNumber,idigbio:recordset,dwc:scientificName,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:taxonID,dwc:taxonomicStatus,dwc:taxonRank,dwc:typeStatus,idigbio:uuid,dwc:verbatimEventDate,dwc:verbatimLocality,idigbio:version,dwc:waterBody
d012dfd6-02bb-4c93-9036-3c4ceaf0868f,,,preservedspecimen,,ptychadena subpunctata,142926,amphibia,amphibians and reptiles,http://grbio.org/cool/05pf-h6mh,,r. g. japp,,,africa,,zambia,zmb,,,2017-02-10T14:56:45.504269+00:00,0.21739130434782608,,,,,,efecc2ba3f61f0b842303bdda0bd1c5d076a955e,,ptychadenidae,2200,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_added"", ""dwc_datasetid_replaced""]",,ptychadena,,,,false,false,animalia chordata amphibia anura ranidae,,,,fmnh,http://biocol.org/urn:lsid:biocol.org:col:34795,,animalia,,,,,,,,,,,,,,,,30a17b9d-c42c-40c5-97a3-3da0727bfceb,anura,chordata,"[""b4bcc255-4acf-4966-b9b3-af9dd4e458d1\\30a17b9d-c42c-40c5-97a3-3da0727bfceb""]",,b4bcc255-4acf-4966-b9b3-af9dd4e458d1,ptychadena subpunctata,subpunctata,,,2428926,accepted,species,,d012dfd6-02bb-4c93-9036-3c4ceaf0868f,,,,
5b7a1eab-cca5-4e60-892b-8019af9b036b,,,preservedspecimen,,ptychadena subpunctata,142929,amphibia,amphibians and reptiles,http://grbio.org/cool/05pf-h6mh,,r. g. japp,,,africa,,zambia,zmb,,1963-03-07,2017-02-10T14:56:45.504269+00:00,0.2463768115942029,,,,,,f62a41fee1dddc35442d97097579c2cf0b5a6e1d,,ptychadenidae,2090,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_datasetid_replaced""]",,ptychadena,,,,false,false,animalia chordata amphibia anura ranidae,,,,fmnh,http://biocol.org/urn:lsid:biocol.org:col:34795,,animalia,,,,,,,,,,,,,,,,a8299ee9-dd6e-4d64-8b88-8a58d5935eb3,anura,chordata,"[""b4bcc255-4acf-4966-b9b3-af9dd4e458d1\\a8299ee9-dd6e-4d64-8b88-8a58d5935eb3""]",,b4bcc255-4acf-4966-b9b3-af9dd4e458d1,ptychadena subpunctata,subpunctata,66,,2428926,accepted,species,,5b7a1eab-cca5-4e60-892b-8019af9b036b,,,,
c90532c9-a82d-401f-a66f-387133f5a7ee,,,preservedspecimen,,ptychadena subpunctata,160614,amphibia,herp,,,a. channing,,,africa,,namibia,nam,katima mulilo dist.,1986-02-17,2018-07-13T11:41:34.579378+00:00,0.2898550724637681,,,,,,3f8b7cf8edbe25a87f3477bd46ed8b049d0c35e6,,ptychadenidae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",,ptychadena,,"{""lat"": -18.4333333333, ""lon"": 23.65}",,false,false,animalia; chordata; amphibia; anura; ranidae,,,,cas,cas,,animalia,,,,,,,"nkasa island [18 26 s, 23 39 e]",,,,,,,,,urn:catalog:cas:herp:160614,anura,chordata,"[""51b958bb-9d5f-48d7-9a97-e372c0c747c3\\urn:catalog:cas:herp:160614""]",,51b958bb-9d5f-48d7-9a97-e372c0c747c3,ptychadena subpunctata,subpunctata,48,caprivi region,2428926,accepted,species,,c90532c9-a82d-401f-a66f-387133f5a7ee,17 feb 1986,"namibia: caprivi strip: nkasa island (18 26 s, 23 39 e)",,
b0a95e48-8bdf-4b6a-8749-0ac34d3181f4,,,preservedspecimen,,ptychadena subpunctata,200258,amphibia,amphibians & reptiles,,,,,,africa,,botswana,bwa,,1975-11-21,2018-04-12T14:40:34.943694+00:00,0.2463768115942029,,,,,,4cb2e9556ba82733e0d37cc012d1d186f7df095d,,ptychadenidae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",,ptychadena,,,,false,false,"animalia, chordata, vertebrata, amphibia, anura, ptychadenidae",,1.0,,usnm,http://biocol.org/urn:lsid:biocol.org:col:34871,,animalia,,,,,,,"xugana, annual flood plain",,,,,,,,,http://n2t.net/ark:/65665/3a57b29c3-1775-4384-9b7f-f4d534e6069c,anura,chordata,"[""a6eee223-cf3b-4079-8bb2-b77dad8cae9d\\http://n2t.net/ark:/65665/3a57b29c3-1775-4384-9b7f-f4d534e6069c""]",,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,ptychadena subpunctata,subpunctata,325,,2428926,accepted,species,,b0a95e48-8bdf-4b6a-8749-0ac34d3181f4,21 nov 1975,,,
339e748d-141a-4d0d-998e-ebb2b03b475d,,,preservedspecimen,,ptychadena subpunctata,160605,amphibia,herp,,,a. channing,,,africa,,namibia,nam,katima mulilo dist.,1986-02-17,2018-07-13T11:41:34.579378+00:00,0.2898550724637681,,,,,,c9d1c26150abc56ea41af7078abda5af32d679e0,,ptychadenidae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",,ptychadena,,"{""lat"": -18.4333333333, ""lon"": 23.65}",,false,false,animalia; chordata; amphibia; anura; ranidae,,,,cas,cas,,animalia,,,,,,,"nkasa island [18 26 s, 23 39 e]",,,,,,,,,urn:catalog:cas:herp:160605,anura,chordata,"[""51b958bb-9d5f-48d7-9a97-e372c0c747c3\\urn:catalog:cas:herp:160605""]",,51b958bb-9d5f-48d7-9a97-e372c0c747c3,ptychadena subpunctata,subpunctata,48,caprivi region,2428926,accepted,species,,339e748d-141a-4d0d-998e-ebb2b03b475d,17 feb 1986,"namibia: caprivi strip: nkasa island (18 26 s, 23 39 e)",,
1e986ed5-98ee-405b-9787-2ed3687bcbc2,,,preservedspecimen,,ptychadena subpunctata,160609,amphibia,herp,,,a. channing,,,africa,,namibia,nam,katima mulilo dist.,1986-02-17,2018-07-13T11:41:34.579378+00:00,0.2898550724637681,,,,,,e6cc10703b6179423349d137c18aaf767d42ead9,,ptychadenidae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",,ptychadena,,"{""lat"": -18.4333333333, ""lon"": 23.65}",,false,false,animalia; chordata; amphibia; anura; ranidae,,,,cas,cas,,animalia,,,,,,,"nkasa island [18 26 s, 23 39 e]",,,,,,,,,urn:catalog:cas:herp:160609,anura,chordata,"[""51b958bb-9d5f-48d7-9a97-e372c0c747c3\\urn:catalog:cas:herp:160609""]",,51b958bb-9d5f-48d7-9a97-e372c0c747c3,ptychadena subpunctata,subpunctata,48,caprivi region,2428926,accepted,species,,1e986ed5-98ee-405b-9787-2ed3687bcbc2,17 feb 1986,"namibia: caprivi strip: nkasa island (18 26 s, 23 39 e)",,
96b162b0-b5cd-4c29-91ad-b4ee09e5ceb4,,,preservedspecimen,,ptychadena subpunctata,a-65090,amphibia,herp,,,antonio de barros machado,,,africa,4615.0,angola,ago,,1955-02-01T19:55:00+00:00,2018-07-13T10:54:59.087585+00:00,0.3333333333333333,,,,,,290a399ee0449f85640fe7fc233df8e6c56ba9c3,1955-02-01/1955-02-28,ptychadenidae,,"[""geopoint_low_precision"", ""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added""]",,ptychadena,,"{""lat"": -11.9, ""lon"": 22.917}",,false,false,animalia chordata amphibia lissamphibia anura ranoidea ranidae ptychadena subpunctata,,1.0,,mcz,b4640710-8e03-11d8-b956-b8a03c50a862,,animalia,,,,,,,angola: cazombo: moxico,,,,,,,,,mcz:herp:a-65090,anura,chordata,"[""271a9ce9-c6d3-4b63-a722-cb0adc48863f\\mcz:herp:a-65090""]",5778,271a9ce9-c6d3-4b63-a722-cb0adc48863f,ptychadena subpunctata,subpunctata,32,moxico,2428926,accepted,species,,96b162b0-b5cd-4c29-91ad-b4ee09e5ceb4,0/2/1955-0/2/1955,"angola: cazombo, mozico",,
a25a7165-13ea-475c-9257-9dafed7e4744,,,preservedspecimen,,ptychadena subpunctata,193392,amphibia,kuh,,,,,,africa,,botswana,bwa,,1981-09-28,2017-08-09T14:28:49.178884+00:00,0.2028985507246377,,,,,,88f5beef06de7a760e005246cf30fb3fa7c2c365,1981-09-00,ptychadenidae,,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""gbif_taxon_corrected"", ""dwc_kingdom_added""]",,ptychadena,,,,false,false,,,,,ku,http://grbio.org/cool/iakn-125z,,animalia,,,,,,,"chobe national park, savuti park, savuti channel",,,,,,,,,bdf0c4d6-b069-11e3-8cfe-90b11c41863e,anura,chordata,"[""c4bb08d4-c310-4879-abee-1b3986e8e0ca\\bdf0c4d6-b069-11e3-8cfe-90b11c41863e""]",,c4bb08d4-c310-4879-abee-1b3986e8e0ca,ptychadena subpunctata,subpunctata,271,chobe,2428926,accepted,species,,a25a7165-13ea-475c-9257-9dafed7e4744,,,,
285e49a0-edfd-4f16-87b7-e52b1c0b0851,,,preservedspecimen,,ptychadena subpunctata,a-116934,amphibia,herpetology,,,,,,africa,,south africa,zaf,,,2017-01-08T07:53:56.597557+00:00,0.21739130434782608,,,,,,f0f2973cda47c79356d8c343f2b60cb8f8ff6f91,,ptychadenidae,,"[""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added""]",,ptychadena,,,,false,false,animalia | chordata | amphibia | anura | ptychadenidae | ptychadena,,,,amnh,urn:lsid:biocol.org:col:34925,,animalia,,,,,,,,,,,,,,,,urn:catalog:amnh:herpetology:a-116934,anura,chordata,"[""7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea\\urn:catalog:amnh:herpetology:a-116934""]",,7ce9b7d0-a8da-4528-bbe3-2c4f407f9cea,ptychadena subpunctata,subpunctata,,,2428926,accepted,species,,285e49a0-edfd-4f16-87b7-e52b1c0b0851,,africa | south africa,,
c9c12517-c9c6-4ae1-b90c-7ee75b9121f6,,,preservedspecimen,,ptychadena subpunctata,14864,amphibia,herpetology collection,,,,,,,,,,,1930-07-01T00:00:00+00:00,2018-01-23T17:12:10.269094+00:00,0.18840579710144928,,,,,,6e61c2b3400ee1ba6ed7d5c3e719d891c3258d8c,1930/07/01,ptychadenidae,no field number,"[""geopoint_datum_missing"", ""geopoint_low_precision"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""gbif_canonicalname_added"", ""dwc_family_replaced""]",,ptychadena,,"{""lat"": -17.05, ""lon"": 25.15}",,false,false,,,,,tm,,,animalia,,,,,,,"kasane, chobe river",,,,,,,,,urn:catalog:tm:herpetology collection:14864,anura,chordata,"[""a8ac06c9-efb5-4337-9bdb-bee3b490772c\\urn:catalog:tm:herpetology collection:14864""]",,a8ac06c9-efb5-4337-9bdb-bee3b490772c,ptychadena subpunctata,subpunctata,182,,2428926,accepted,species,,c9c12517-c9c6-4ae1-b90c-7ee75b9121f6,,,,
a1422aa4-16c9-4fd2-9c15-cb3e03e4f84d,,,preservedspecimen,,ptychadena subpunctata,39209,amphibia,herpetology collection,,,,,,,,,,,1970-10-01T00:00:00+00:00,2018-01-23T17:12:10.269094+00:00,0.2028985507246377,,,,,,acce127b44d6346e4c77530b172075e800d352b2,1970/10/01,ptychadenidae,no field number,"[""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""gbif_canonicalname_added"", ""dwc_family_replaced""]",,ptychadena,,,,false,false,,,,,tm,,,animalia,,,,,,,old sangwali,,,,,,,,,urn:catalog:tm:herpetology collection:39209,anura,chordata,"[""a8ac06c9-efb5-4337-9bdb-bee3b490772c\\urn:catalog:tm:herpetology collection:39209""]",,a8ac06c9-efb5-4337-9bdb-bee3b490772c,ptychadena subpunctata,subpunctata,274,,2428926,accepted,species,,a1422aa4-16c9-4fd2-9c15-cb3e03e4f84d,,,,
eaabc845-3b1e-4e84-ba89-8fc2850b6d9a,,,preservedspecimen,,ptychadena subpunctata,137005,amphibia,herps,http://biocol.org/urn:lsid:biocol:org:34803,,rl bezy,,,africa,,botswana,bwa,,,2018-11-06T10:41:46.958544+00:00,0.3188405797101449,,,,,,a378448f27dff856d8aad2d20fb1fcb7a02cfe57,1985-09-17/1985-09-18,ptychadenidae,,"[""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_parentnameusageid_added""]",,ptychadena,,,,false,false,chordata | amphibia | anura | ranidae | ptychadena |,,1.0,,lacm,http://biocol.org/urn:lsid:biocol:org:34802,,animalia,,,,,,,"tsoe, 125 km (air) se maun",,,,,,,,,15b2038b-9d6f-4c89-95c3-76313d88f14a,anura,chordata,"[""2d853a6d-50ec-4931-8e91-48fc2491fdee\\15b2038b-9d6f-4c89-95c3-76313d88f14a""]",rlb 5603,2d853a6d-50ec-4931-8e91-48fc2491fdee,ptychadena subpunctata,subpunctata,,central,2428926,accepted,species,,eaabc845-3b1e-4e84-ba89-8fc2850b6d9a,17-18 sept. 1985,"botswana | central district | tsoe, 125 km (air) se maun",,
784cba9b-0f16-48f7-b614-2fd31c8dab5c,,,preservedspecimen,,ptychadena subpunctata,203773,amphibia,kuh,,,,,,africa,,namibia,nam,,1985-01-18T00:00:00+00:00,2017-04-20T10:23:15.493533+00:00,0.2028985507246377,,,,,,44bbc7a147c0d40c57ccf72230b8d42f14cbaa98,1985-01-18,ptychadenidae,,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""gbif_taxon_corrected"", ""dwc_kingdom_added""]",,ptychadena,,,,false,false,,,,,ku,http://grbio.org/cool/iakn-125z,,animalia,,,,,,,kongola/kuando,,,,,,,,,bec3024c-b069-11e3-8cfe-90b11c41863e,anura,chordata,"[""c4bb08d4-c310-4879-abee-1b3986e8e0ca\\bec3024c-b069-11e3-8cfe-90b11c41863e""]",,c4bb08d4-c310-4879-abee-1b3986e8e0ca,ptychadena subpunctata,subpunctata,18,east caprivi,2428926,accepted,species,,784cba9b-0f16-48f7-b614-2fd31c8dab5c,,,,
54d5e643-8331-4211-b717-c7ba76b97fb4,,,preservedspecimen,,ptychadena subpunctata,160636,amphibia,herp,,,a. channing,,,africa,,namibia,nam,katima mulilo dist.,1986-03-02,2018-07-13T11:41:34.579378+00:00,0.2898550724637681,,,,,,120d6112a3a462503623a09e5098c65511332293,,ptychadenidae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",,ptychadena,,"{""lat"": -18.4333333333, ""lon"": 23.65}",,false,false,animalia; chordata; amphibia; anura; ranidae,,,,cas,cas,,animalia,,,,,,,"nkasa island [18 26 s, 23 39 e]",,,,,,,,,urn:catalog:cas:herp:160636,anura,chordata,"[""51b958bb-9d5f-48d7-9a97-e372c0c747c3\\urn:catalog:cas:herp:160636""]",,51b958bb-9d5f-48d7-9a97-e372c0c747c3,ptychadena subpunctata,subpunctata,61,caprivi region,2428926,accepted,species,,54d5e643-8331-4211-b717-c7ba76b97fb4,2 mar 1986,"namibia: caprivi strip: nkasa island (18 26 s, 23 39 e)",,
b8023169-cd31-429e-8317-6dd34ce1f7be,,,preservedspecimen,,ptychadena subpunctata,160635,amphibia,herp,,,a. channing,,,africa,,namibia,nam,katima mulilo dist.,1986-03-02,2018-07-13T11:41:34.579378+00:00,0.2898550724637681,,,,,,69cb854db92af7b13b77b9f3746814dce7074753,,ptychadenidae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",,ptychadena,,"{""lat"": -18.4333333333, ""lon"": 23.65}",,false,false,animalia; chordata; amphibia; anura; ranidae,,,,cas,cas,,animalia,,,,,,,"nkasa island [18 26 s, 23 39 e]",,,,,,,,,urn:catalog:cas:herp:160635,anura,chordata,"[""51b958bb-9d5f-48d7-9a97-e372c0c747c3\\urn:catalog:cas:herp:160635""]",,51b958bb-9d5f-48d7-9a97-e372c0c747c3,ptychadena subpunctata,subpunctata,61,caprivi region,2428926,accepted,species,,b8023169-cd31-429e-8317-6dd34ce1f7be,2 mar 1986,"namibia: caprivi strip: nkasa island (18 26 s, 23 39 e)",,
81f0d9a2-d3eb-497e-b88b-a847935034b6,,,preservedspecimen,,ptychadena subpunctata,200267,amphibia,amphibians & reptiles,,,,,,africa,,botswana,bwa,,1975-11-21,2018-04-12T14:40:34.943694+00:00,0.2463768115942029,,,,,,4ffae6eee7aeb02a23a419585a0ba7f2b7872bf8,,ptychadenidae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",,ptychadena,,,,false,false,"animalia, chordata, vertebrata, amphibia, anura, ptychadenidae",,1.0,,usnm,http://biocol.org/urn:lsid:biocol.org:col:34871,,animalia,,,,,,,"xugana, annual flood plain",,,,,,,,,http://n2t.net/ark:/65665/3d3da4838-ec6f-4c90-9577-d701924cd549,anura,chordata,"[""a6eee223-cf3b-4079-8bb2-b77dad8cae9d\\http://n2t.net/ark:/65665/3d3da4838-ec6f-4c90-9577-d701924cd549""]",,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,ptychadena subpunctata,subpunctata,325,,2428926,accepted,species,,81f0d9a2-d3eb-497e-b88b-a847935034b6,21 nov 1975,,,
867a626b-4004-4232-8145-99e371322d2d,,,preservedspecimen,,ptychadena subpunctata,200275,amphibia,amphibians & reptiles,,,,,,africa,,botswana,bwa,,1975-12-02,2018-04-12T14:40:34.943694+00:00,0.2463768115942029,,,,,,e8a2a72d50ec0856e663f77d7e4873928c6d0df7,,ptychadenidae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",,ptychadena,,,,false,false,"animalia, chordata, vertebrata, amphibia, anura, ptychadenidae",,1.0,,usnm,http://biocol.org/urn:lsid:biocol.org:col:34871,,animalia,,,,,,,xugana,,,,,,,,,http://n2t.net/ark:/65665/3960fac57-6bdc-48e6-8d1e-4e251bc5b97a,anura,chordata,"[""a6eee223-cf3b-4079-8bb2-b77dad8cae9d\\http://n2t.net/ark:/65665/3960fac57-6bdc-48e6-8d1e-4e251bc5b97a""]",,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,ptychadena subpunctata,subpunctata,336,,2428926,accepted,species,,867a626b-4004-4232-8145-99e371322d2d,2 dec 1975,,,
04f85234-eba7-460d-84e9-9713c2bafc8e,,,preservedspecimen,,ptychadena subpunctata,142921,amphibia,amphibians and reptiles,http://grbio.org/cool/05pf-h6mh,,r. g. japp,,,africa,,zambia,zmb,senanga dist,1963-04-10,2017-02-10T14:56:45.504269+00:00,0.2608695652173913,,,,,,cafbcee71bd5b750535418779e8a68afaa0fef4c,,ptychadenidae,2120,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_datasetid_replaced""]",,ptychadena,,,,false,false,animalia chordata amphibia anura ranidae,,,,fmnh,http://biocol.org/urn:lsid:biocol.org:col:34795,,animalia,,,,,,,,,,,,,,,,6f561ed9-f633-458f-9d83-0818fbac604b,anura,chordata,"[""b4bcc255-4acf-4966-b9b3-af9dd4e458d1\\6f561ed9-f633-458f-9d83-0818fbac604b""]",,b4bcc255-4acf-4966-b9b3-af9dd4e458d1,ptychadena subpunctata,subpunctata,100,,2428926,accepted,species,,04f85234-eba7-460d-84e9-9713c2bafc8e,,,,
5e889872-6881-499e-b530-3cb74a8b0a95,,,preservedspecimen,,ptychadena subpunctata,142922,amphibia,amphibians and reptiles,http://grbio.org/cool/05pf-h6mh,,r. g. japp,,,africa,,zambia,zmb,senanga dist,1963-04-10,2017-02-10T14:56:45.504269+00:00,0.2608695652173913,,,,,,2c515f227b23b087206e715a0c73594f37524f4f,,ptychadenidae,2120,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_datasetid_replaced""]",,ptychadena,,,,false,false,animalia chordata amphibia anura ranidae,,,,fmnh,http://biocol.org/urn:lsid:biocol.org:col:34795,,animalia,,,,,,,,,,,,,,,,d06a4393-44a5-4ab7-8218-f3c7528c3daa,anura,chordata,"[""b4bcc255-4acf-4966-b9b3-af9dd4e458d1\\d06a4393-44a5-4ab7-8218-f3c7528c3daa""]",,b4bcc255-4acf-4966-b9b3-af9dd4e458d1,ptychadena subpunctata,subpunctata,100,,2428926,accepted,species,,5e889872-6881-499e-b530-3cb74a8b0a95,,,,
