coreid,aec:associatedTaxa,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:originalNameUsage,dwc:originalNameUsageID,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,gbif:Identifier,gbif:Reference,idigbio:recordId,symbiota:recordEnteredBy,symbiota:verbatimScientificName,zan:ChronometricDate
34f1fec4-a107-4038-8be5-1ee110992e93,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,200261,Amphibia,,Amphibians & Reptiles,,Africa,,,Botswana,,,,,NMNH Extant Biology,,21,,,,,,,,,,325,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Botswana",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Xugana, annual flood plain",,,,,,,,,,,,11,,,,,,,,,http://n2t.net/ark:/65665/3bf00ef1e-2a42-47bb-86fb-c462f0053cf2,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,325,,,,,,,,,,,,21 Nov 1975,,,,,,,,1975,,,,,,
62671297-50b5-4275-aada-6032738173dc,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160608,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160608,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
aea0d358-bc5c-4849-aad6-81de71343bb9,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160607,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160607,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
3790264c-f9f7-4940-a491-fc7ef793bd6e,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,14757,Amphibia,,Herpetology Collection,,,,,,,,,,,,16,-17.05,25.15,,,,,,,,197,,1930/07/16,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Kasane, Chobe river",,,,,,,,,,,,7,,,,,,,,,urn:catalog:TM:Herpetology Collection:14757,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,197,,,,species,,,,,,,,,,,,,,,,1930,,,,,,
9fe7e221-5720-4b32-af42-c571ff5ab051,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,39183,Amphibia,,Herpetology Collection,,,,,,,,,,,,1,,,,,,,,,,274,,1970/10/01,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,Old Sangwali,,,,,,,,,,,,10,,,,,,,,,urn:catalog:TM:Herpetology Collection:39183,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,274,,,,species,,,,,,,,,,,,,,,,1970,,,,,,
a0d4b9dd-432b-49b7-ad4e-6661cb790ac2,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,39210,Amphibia,,Herpetology Collection,,,,,,,,,,,,1,,,,,,,,,,274,,1970/10/01,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,Old Sangwali,,,,,,,,,,,,10,,,,,,,,,urn:catalog:TM:Herpetology Collection:39210,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,274,,,,species,,,,,,,,,,,,,,,,1970,,,,,,
87733452-9bf4-44d1-91e3-2a60ce53712e,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,46371,Amphibia,,Herpetology Collection,,,,,,,,,,,,26,,,,,,,,,,177,,1973/06/26,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Impalila island, Chobe river",,,,,,,,,,,,6,,,,,,,,,urn:catalog:TM:Herpetology Collection:46371,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,177,,,,species,,,,,,,,,,,,,,,,1973,,,,,,
37353692-9967-4bc5-a0f4-8abaaebb892b,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,47004,Amphibia,,Herpetology Collection,,,,,,,,,,,,1,,,,,,,,,,121,,1965/05/01,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Xugana, Okavango Delta",,,,,,,,,,,,5,,,,,,,,,urn:catalog:TM:Herpetology Collection:47004,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,121,,,,species,,,,,,,,,,,,,,,,1965,,,,,,
9de74b7c-2fde-4a6b-b1e7-d3d8782a2fc6,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:13:57.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,134277,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,28,,,,,,,,,,28,,,,,,Ranidae,,8,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,11,,,,,,ICZN,,,49578887-25d7-495c-bcc8-c79611e88e2e,,,Anura,1961833,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,28,,,,,,,,,,,,,,,,,,,,1961,,,,,,
b47aea72-adb8-4ba2-85a0-4e083b12b284,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160632,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,19,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,3,,,,,,,,,urn:catalog:CAS:HERP:160632,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,19 Mar 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
214a046e-c2b4-403e-9345-936465f179f6,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,200274,Amphibia,,Amphibians & Reptiles,,Africa,,,Botswana,,,,,NMNH Extant Biology,,2,,,,,,,,,,336,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Botswana",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,Xugana,,,,,,,,,,,,12,,,,,,,,,http://n2t.net/ark:/65665/3983ec916-5c44-47b3-bd14-fd5e1f5e36bf,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,336,,,,,,,,,,,,2 Dec 1975,,,,,,,,1975,,,,,,
d1fdd420-5d54-40c7-bf62-0a81d766b88b,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,200251,Amphibia,,Amphibians & Reptiles,,Africa,,,Botswana,,,,,NMNH Extant Biology,,16,,,,,,,,,,320,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Botswana",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Xugana, flood plain",,,,,,,,,,,,11,,,,,,,,,http://n2t.net/ark:/65665/34655bc60-7520-4924-9085-a1c7052b2c67,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,320,,,,,,,,,,,,16 Nov 1975,,,,,,,,1975,,,,,,
a1317f48-118f-442f-bf6b-99d7d4d287fe,,,,,,,2018-08-20 12:40:26.0,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,185707,Amphibia,,Herp,,Africa,,10,Angola,,,,,,,,-9.07554,16.0117,,,,,,,,,,2017-12-06,,,,Ptychadenidae,,,,,,,Ptychadena,WGS84,,,,,,,,,swamp on the edge of corn field,,"Africa, Angola, Malanje",,,,,,,,"Jongsma, Gregory",,,,UF,,,,Animalia,,,,,,,,,"Kalandula Falls, 0.88 mi E Hotel Grounds",,,,,,,,,,,,,,,,,,,,,3790109a-bfe2-461a-bae6-0a3f46b7688e,,,Anura,,,,,,,,,,Chordata,,tissue sample - 1; alcohol-formalin fixed - 1,,,"Jongsma, Gregory; Ceriaco, Luis; Bandeira, Suzana",,,,,,,Ptychadena subpunctata,,,,subpunctata,,Malanje,,,,,,,,,,,,,,,,,,,,,,,,,
4eb37bbc-7b5c-4f8f-9df6-224daca08d4f,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160618,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160618,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
4f416ead-1501-419d-b5a2-f07e262f7f3e,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160634,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,2,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,3,,,,,,,,,urn:catalog:CAS:HERP:160634,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,2 Mar 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
511c24c5-5477-48dc-9a67-b805818f8cb7,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160611,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160611,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
5827221e-c633-434c-ae05-51b0be897f57,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160633,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,19,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,3,,,,,,,,,urn:catalog:CAS:HERP:160633,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,19 Mar 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
085f462c-cd4d-4640-92ff-6dafb47bbba0,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,196735,Amphibia,,HERP,,Africa,,,Zambia,,,,,,1994-12-16,8,-11.3599833333,24.2696166667,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Zambia; North Western Prov.,,,,,,,,R.C. Drewes,,,,CAS,CAS,,,Animalia,,,,,,,Adult,,"Sakeji River, Nyambela Dambo, 11 21.599 S, 24 16.177 E",,,,,,,,,,1371.6027432055,,12,,,,,,,,,urn:catalog:CAS:HERP:196735,,,Anura,,,,,,,,,,Chordata,,Alcohol,,JVV-2877,"R.C. Drewes, A. Channing and J.V. Vindum",,,,,,,Ptychadena subpunctata,,,F,subpunctata,,North Western Prov.,,,,,,,,,,ca 4500 ft,8 Dec 1994,,"Zambia: North Western Prov.: Sakeji River, Nyambela Dambo, 11 21.599 S, 24 16.177 E, ca 4500 ft",,,,,,1994,,,,,,
ba25861f-ad70-4c43-82b6-81531d30c776,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,196732,Amphibia,,HERP,,Africa,,,Zambia,,,,,,1994-12-16,8,-11.3599833333,24.2696166667,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Zambia; North Western Prov.,,,,,,,,R.C. Drewes,,,,CAS,CAS,,,Animalia,,,,,,,Adult,,"Sakeji River, Nyambela Dambo, 11 21.599 S, 24 16.177 E",,,,,,,,,,1371.6027432055,,12,,,,,,,,,urn:catalog:CAS:HERP:196732,,,Anura,,,,,,,,,,Chordata,,Alcohol,,JVV-2874,"R.C. Drewes, A. Channing and J.V. Vindum",,,,,,,Ptychadena subpunctata,,,M,subpunctata,,North Western Prov.,,,,,,,,,,ca 4500 ft,8 Dec 1994,,"Zambia: North Western Prov.: Sakeji River, Nyambela Dambo, 11 21.599 S, 24 16.177 E, ca 4500 ft",,,,,,1994,,,,,,
d66123d6-8074-46fd-a30c-1f6bbb1ca08a,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,66173,Amphibia,,Herpetology Collection,,,,,,,,,,,,1,,,,,,,,,,91,,1987/04/01,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,Serondela,,,,,,,,,,,,4,,,,,,,,,urn:catalog:TM:Herpetology Collection:66173,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,91,,,,species,,,,,,,,,,,,,,,,1987,,,,,,
63c6356b-b8c6-49bf-9447-ba73b6da2f82,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,14763,Amphibia,,Herpetology Collection,,,,,,,,,,,,1,-17.85,24.95,,,,,,,,182,,1930/07/01,,,,Ranidae,,VLKE 888,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Kabulabula, Chobe river",,,,,,,,,,,,7,,,,,,,,,urn:catalog:TM:Herpetology Collection:14763,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,182,,,,species,,,,,,,,,,,,,,,,1930,,,,,,
d3d6984e-c0f1-45a5-a5ff-05892987da42,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,30908,Amphibia,,Herpetology Collection,,,,,,,,,,,,16,,,,,,,,,,106,,1965/04/16,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Sepopa, Okavango river",,,,,,,,,,,,4,,,,,,,,,urn:catalog:TM:Herpetology Collection:30908,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,106,,,,species,,,,,,,,,,,,,,,,1965,,,,,,
f0565b2a-deb2-4775-ac4b-04757a4cf524,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,39144,Amphibia,,Herpetology Collection,,,,,,,,,,,,27,,,,,,,,,,270,,1970/09/27,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Kwando riverwest bank, 16 km S of Kongola ferry",,,,,,,,,,,,9,,,,,,,,,urn:catalog:TM:Herpetology Collection:39144,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,270,,,,species,,,,,,,,,,,,,,,,1970,,,,,,
99a2498e-7bf0-4ecf-8a27-0609ce239e0e,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,39150,Amphibia,,Herpetology Collection,,,,,,,,,,,,27,,,,,,,,,,270,,1970/09/27,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Kwando riverwest bank, 16 km S of Kongola ferry",,,,,,,,,,,,9,,,,,,,,,urn:catalog:TM:Herpetology Collection:39150,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,270,,,,species,,,,,,,,,,,,,,,,1970,,,,,,
d31139a1-b0e4-4419-8c8e-3da199045a07,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,39223,Amphibia,,Herpetology Collection,,,,,,,,,,,,1,,,,,,,,,,274,,1970/10/01,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,Old Sangwali,,,,,,,,,,,,10,,,,,,,,,urn:catalog:TM:Herpetology Collection:39223,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,274,,,,species,,,,,,,,,,,,,,,,1970,,,,,,
1dec988d-318a-4b5d-9002-91a8742f99e4,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,200271,Amphibia,,Amphibians & Reptiles,,Africa,,,Botswana,,,,,NMNH Extant Biology,,29,-19.08,22.95,,,,,,,,333,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Botswana, Ngamiland",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Sadibas, S of",,,,,,,,,,,,11,,,,,,,,,http://n2t.net/ark:/65665/3fadc3d9c-84e1-4b25-8178-08c610f36a17,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,333,Ngamiland,,,,,,,,,,,29 Nov 1975,19 05 -- S,,022 57 -- E,,,,,1975,,,,,,
178cbb1e-e1bb-4030-bfc0-cea1c12fdb2c,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,200259,Amphibia,,Amphibians & Reptiles,,Africa,,,Botswana,,,,,NMNH Extant Biology,,21,,,,,,,,,,325,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Botswana",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Xugana, annual flood plain",,,,,,,,,,,,11,,,,,,,,,http://n2t.net/ark:/65665/3aa1d53be-e2db-4d8b-b429-d9185966ae77,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,325,,,,,,,,,,,,21 Nov 1975,,,,,,,,1975,,,,,,
f9422e18-1e68-49d6-9284-d0f52358cc61,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:14:03.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,142928,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,,,,,,,,,,,,,,,,,Ranidae,,2200,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,ICZN,,,b2a41ed1-a912-4c2a-838e-bd55c52bf955,,,Anura,1970690,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,,,,,,,,,,,,,,,,,,,,,,,
