coreid,aec:associatedTaxa,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:originalNameUsage,dwc:originalNameUsageID,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,gbif:Identifier,gbif:Reference,idigbio:recordId,symbiota:recordEnteredBy,symbiota:verbatimScientificName,zan:ChronometricDate
677f120f-2b6e-4e3f-8ce1-936b1e7a3ea4,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,200254,Amphibia,,Amphibians & Reptiles,,Africa,,,Botswana,,,,,NMNH Extant Biology,,21,,,,,,,,,,325,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Botswana",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Xugana, annual flood plain",,,,,,,,,,,,11,,,,,,,,,http://n2t.net/ark:/65665/3ab46a5e5-0e5e-4f0b-889d-7f0709840461,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,325,,,,,,,,,,,,21 Nov 1975,,,,,,,,1975,,,,,,
04f85234-eba7-460d-84e9-9713c2bafc8e,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:14:09.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,142921,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,Senanga Dist,,herps-30-jan-2017,,,10,,,,,,,,,,10,,,,,,Ranidae,,2120,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,04,,,,,,ICZN,,,6f561ed9-f633-458f-9d83-0818fbac604b,,,Anura,1970683,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,10,,,,,,,,,,,,,,,,,,,,1963,,,,,,
5e889872-6881-499e-b530-3cb74a8b0a95,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:14:09.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,142922,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,Senanga Dist,,herps-30-jan-2017,,,10,,,,,,,,,,10,,,,,,Ranidae,,2120,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,04,,,,,,ICZN,,,d06a4393-44a5-4ab7-8218-f3c7528c3daa,,,Anura,1970684,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,10,,,,,,,,,,,,,,,,,,,,1963,,,,,,
54420b1d-813a-49a4-b59a-c63761081f29,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T13:29:46.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,217402,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Botswana,,,,herps-30-jan-2017,,,,,,,,,,,,,,,,,,,Ranidae,,1048,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,09,,,,,,ICZN,,,40ce146e-bf9c-44a7-80ed-3028a73928c2,,,Anura,2046759,,,,,,,FMNH,,Chordata,,,,,J. Visser,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,,,,,,,,,,,,,,,,,1982,,,,,,
723ed01d-673d-4ef8-a3f0-627d1b038b70,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T13:29:46.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,217403,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Botswana,,,,herps-30-jan-2017,,,,,,,,,,,,,,,,,,,Ranidae,,1051,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,09,,,,,,ICZN,,,b8d557e4-4744-467d-8908-cbcd0a92341a,,,Anura,2046760,,,,,,,FMNH,,Chordata,,,,,J. Visser,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,,,,,,,,,,,,,,,,,1982,,,,,,
684a311e-cfe9-4aa5-9a77-f3d7394c0762,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160615,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160615,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
9b39dbb8-cb8f-4f0c-90b6-2b48b0c713e5,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160603,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160603,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
62edd31f-520d-4523-9d2b-4d07cd9fb2dd,,,http://vertnet.org/resources/norms.html,,en,http://creativecommons.org/publicdomain/zero/1.0,2015-02-19,http://portal.vertnet.org/o/amnh/herpetology?id=a-73973,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,A-73973,Amphibia,,Herpetology,,Africa,,,Zambia,ZM,,,,,,,,,,,,,,,,,native,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,Animalia | Chordata | Amphibia | Anura | Ptychadenidae | Ptychadena,Africa | Zambia |  |  |  |  |  |,,,,,,,,,,locality,,AMNH,urn:lsid:biocol.org:col:34925,,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,ICZN,,,urn:catalog:AMNH:Herpetology:A-73973,,present,Anura,,,,,,,,,,Chordata,,fluid,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,species,,,,,,,,,,Africa | Zambia,,,,,,,,,,,,
8fd6c52e-ea1a-47db-bf33-13960960d3e2,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,200266,Amphibia,,Amphibians & Reptiles,,Africa,,,Botswana,,,,,NMNH Extant Biology,,21,,,,,,,,,,325,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Botswana",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Xugana, annual flood plain",,,,,,,,,,,,11,,,,,,,,,http://n2t.net/ark:/65665/319aa4a76-0c87-4709-8fda-e9cea1639259,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,325,,,,,,,,,,,,21 Nov 1975,,,,,,,,1975,,,,,,
3212bcea-775d-4d34-87e7-2653e1bfff5b,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T13:29:46.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,217400,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Botswana,,,,herps-30-jan-2017,,,,,,,,,,,,,,,,,,,Ranidae,,1041,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,09,,,,,,ICZN,,,f7b31c84-6f51-4967-a0bf-04a05105b687,,,Anura,2046757,,,,,,,FMNH,,Chordata,,,,,J. Visser,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,,,,,,,,,,,,,,,,,1982,,,,,,
b83567ae-3c59-4bb9-a434-cbeabb5b3833,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T13:45:26.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,217401,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Botswana,,,,herps-30-jan-2017,,,,,,,,,,,,,,,,,,,Ranidae,,1043,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,09,,,,,,ICZN,,,ac36ac9a-f738-42e8-bd5e-b75659ada2e8,,,Anura,2046758,,,,,,,FMNH,,Chordata,,,,,J. Visser,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,,,,,,,,,,,,,,,,,1982,,,,,,
7895cb5c-3278-4ab2-9076-2cbb75a5dbc3,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:12:36.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,80831,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,"Congo, Democratic Republic of the",,,,herps-30-jan-2017,,,28,,,,,,,,,,12,,,,,,Ranidae,,1259D,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,07,,,,,,ICZN,,,3dd4af35-145c-4d39-a29a-d53208b42697,,,Anura,1908235,,,,,,,FMNH,,Chordata,,,,,G. de Witte,,,,,,,Ptychadena subpunctata,,,,subpunctata,28,,,,,,,,,,,,,,,,,,,,,,,,,,
81d4fe3f-61ee-4fbd-aa41-3c8272f77a81,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:13:58.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,134280,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,30,,,,,,,,,,30,,,,,,Ranidae,,14,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,11,,,,,,ICZN,,,4b3c81ba-aef2-4b43-9884-2cd3c886883c,,,Anura,1961836,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,30,,,,,,,,,,,,,,,,,,,,1961,,,,,,
3796447f-5d16-4495-863d-cf4fc859a74e,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:14:03.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,142914,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,23,,,,,,,,,,23,,,,,,Ranidae,,2013,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,03,,,,,,ICZN,,,42e2f643-4ff3-4c37-8706-73a4b950b62a,,,Anura,1970676,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,23,,,,,,,,,,,,,,,,,,,,1963,,,,,,
e8307d50-ddb5-483a-921b-0f4b2b8c7656,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:14:03.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,142923,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,05,,,,,,,,,,05,,,,,,Ranidae,,2084,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,03,,,,,,ICZN,,,28cdb704-4c13-4713-a35d-feb6b49a6fe6,,,Anura,1970685,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,05,,,,,,,,,,,,,,,,,,,,1963,,,,,,
fc649d4f-daeb-4796-8d95-1e02c64b85e2,,,,,en,,2017-11-02 14:54:11.0,http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:A-17715,,President and Fellows of Harvard College,,PhysicalObject,"[{""dwc:identificationVerificationStatus"": ""Type Publication"", ""dwc:identificationReferences"": ""Fitzsimons, V. F. M. 1932. Preliminary descriptions of new forms of South African Reptilia and Amphibia, from the Vernay-Lang Kalahari Expedition, 1930.  Annals of the Transvaal Museum 15(1):35\u201340."", ""dwc:typeStatus"": ""Paratype"", ""coreid"": ""MCZ:Herp:A-17715"", ""dwc:identificationID"": ""108991258404093Paratype"", ""dwc:phylum"": ""Chordata"", ""dwc:dateIdentified"": ""1932"", ""dwc:scientificName"": ""Rana chobiensis""}, {""dwc:identificationVerificationStatus"": ""Type Publication"", ""dwc:identificationReferences"": ""Barbour, T. and A. Loveridge. 1946. First supplement to typical reptiles and amphibians. Bulletin of the Museum of Comparative Zoology 96(2):57-214."", ""dwc:typeStatus"": ""Additional Material"", ""coreid"": ""MCZ:Herp:A-17715"", ""dwc:identificationID"": ""144341258404093Additional Material"", ""dwc:phylum"": ""Chordata"", ""dwc:dateIdentified"": ""1946"", ""dwc:scientificName"": ""Rana chobiensis""}, {""dwc:identifiedBy"": ""Bocage"", ""dwc:identificationRemarks"": ""Bocage/1866"", ""dwc:identificationVerificationStatus"": ""migration"", ""coreid"": ""MCZ:Herp:A-17715"", ""dwc:identificationID"": ""72819"", ""dwc:scientificName"": ""Ptychadena subpunctata""}, {""dwc:identifiedBy"": ""Vivian F. M. FitzSimons"", ""dwc:identificationRemarks"": ""FitzSimons/1932"", ""dwc:identificationVerificationStatus"": ""type ID"", ""coreid"": ""MCZ:Herp:A-17715"", ""dwc:identificationID"": ""72820"", ""dwc:scientificName"": ""Ptychadena chobiensis""}, {""dwc:identifiedBy"": ""Catalog"", ""dwc:identificationRemarks"": ""Catalog/1996"", ""dwc:identificationVerificationStatus"": ""migration"", ""coreid"": ""MCZ:Herp:A-17715"", ""dwc:identificationID"": ""72821"", ""dwc:scientificName"": ""Rana chobiensis""}]",,,,,,,http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/A17715_P_subpunctata_P_d.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/A17715_P_subpunctata_P_hl.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/A17715_P_subpunctata_P_v.jpg,,,,,,PreservedSpecimen,,,A-17715,Amphibia,,Herp,,Africa,,,Botswana,BW,,,,,,,,,unknown,{},,,,,,,,1930-07-01/1930-07-31,,,,Ranidae,,,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Lissamphibia Anura Ranoidea Ranidae Ptychadena subpunctata,Africa: Botswana: Chobe,,,,,,OCE by ALoveridge.; TYPE: Paratype of Rana chobiensis,,Bocage,1,,,MCZ,b4640710-8e03-11d8-b956-b8a03c50a862,,,Animalia,,,,,,,,,"Kasane,",,,,,,,,,,,,,,,,,,ICZN,,,MCZ:Herp:A-17715,,,Anura,,,,,,,muse location number=ZA17715,"Museum of Comparative Zoology, Harvard University",,Chordata,,whole animal (ethanol),,,Vernay-Lang Kalahari Expedition,,,,,,,Ptychadena subpunctata,"(Bocage, 1866)",,,subpunctata,0,Chobe,,,,,,Paratype of Rana chobiensis| Additional Material of Rana chobiensis,,,,,0/7/1930-0/7/1930,,Kasane,,,,,,,,,,,,
ebd1f947-c559-4246-a5dd-0f44adaae5be,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,196733,Amphibia,,HERP,,Africa,,,Zambia,,,,,,1994-12-16,8,-11.3599833333,24.2696166667,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Zambia; North Western Prov.,,,,,,,,R.C. Drewes,,,,CAS,CAS,,,Animalia,,,,,,,Adult,,"Sakeji River, Nyambela Dambo, 11 21.599 S, 24 16.177 E",,,,,,,,,,1371.6027432055,,12,,,,,,,,,urn:catalog:CAS:HERP:196733,,,Anura,,,,,,,,,,Chordata,,Alcohol,,JVV-2875,"R.C. Drewes, A. Channing and J.V. Vindum",,,,,,,Ptychadena subpunctata,,,F,subpunctata,,North Western Prov.,,,,,,,,,,ca 4500 ft,8 Dec 1994,,"Zambia: North Western Prov.: Sakeji River, Nyambela Dambo, 11 21.599 S, 24 16.177 E, ca 4500 ft",,,,,,1994,,,,,,
2f59eb1e-2367-4e74-ac43-b98f1ef1d176,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,14760,Amphibia,,Herpetology Collection,,,,,,,,,,,,16,-17.05,25.15,,,,,,,,197,,1930/07/16,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Kasane, Chobe river",,,,,,,,,,,,7,,,,,,,,,urn:catalog:TM:Herpetology Collection:14760,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,197,,,,species,,,,,,,,,,,,,,,,1930,,,,,,
d3786bb2-c84e-499f-9b15-3efc5bada701,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,28118,Amphibia,,Herpetology Collection,,,,,,,,,,,,1,,,,,,,,,,91,,1963/04/01,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Thamalakane river, 8 km E of Maun",,,,,,,,,,,,4,,,,,,,,,urn:catalog:TM:Herpetology Collection:28118,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,91,,,,species,,,,,,,,,,,,,,,,1963,,,,,,
acc5476c-1007-49a1-90b6-3cc5fe3d40d7,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,38425,Amphibia,,Herpetology Collection,,,,,,,,,,,,13,-18.11667,21.58333,,,,,,,,103,,1970/04/13,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"popa Rapids, Okavango river",,,,,,,,,,,,4,,,,,,,,,urn:catalog:TM:Herpetology Collection:38425,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,103,,,,species,,,,,,,,,,,,,,,,1970,,,,,,
ced15c1a-dc30-45a7-85a6-d7e92cbfb16b,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,39149,Amphibia,,Herpetology Collection,,,,,,,,,,,,27,,,,,,,,,,270,,1970/09/27,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Kwando riverwest bank, 16 km S of Kongola ferry",,,,,,,,,,,,9,,,,,,,,,urn:catalog:TM:Herpetology Collection:39149,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,270,,,,species,,,,,,,,,,,,,,,,1970,,,,,,
d0250ca5-d312-4bb0-aab4-f807a6693fdc,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,45669,Amphibia,,Herpetology Collection,,,,,,,,,,,,10,-19.48333,23.51667,,,,,,,,344,,1974/12/10,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Moremi Nat Res, 15 km from SE gate",,,,,,,,,,,,12,,,,,,,,,urn:catalog:TM:Herpetology Collection:45669,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,344,,,,species,,,,,,,,,,,,,,,,1974,,,,,,
e5156e6f-96df-42c6-b380-7ca79225c927,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,46345,Amphibia,,Herpetology Collection,,,,,,,,,,,,16,,,,,,,,,,197,,1974/07/16,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,Lake Liambezi,,,,,,,,,,,,7,,,,,,,,,urn:catalog:TM:Herpetology Collection:46345,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,197,,,,species,,,,,,,,,,,,,,,,1974,,,,,,
0fe33af4-e28b-495b-8422-cddbaccf2710,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,46346,Amphibia,,Herpetology Collection,,,,,,,,,,,,16,,,,,,,,,,197,,1974/07/16,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,Lake Liambezi,,,,,,,,,,,,7,,,,,,,,,urn:catalog:TM:Herpetology Collection:46346,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,197,,,,species,,,,,,,,,,,,,,,,1974,,,,,,
